para_id,x,y,row,col,word,depth
33,380.0,272.0,0,0,  ,0
33,420.0,272.0,0,1,  ,0
33,460.0,272.0,0,2,去,8
33,500.0,272.0,0,3,看,9
33,540.0,272.0,0,4,心,10
33,580.0,272.0,0,5,理,10
33,620.0,272.0,0,6,咨,10
33,660.0,272.0,0,7,询,10
33,700.0,272.0,0,8,师,10
33,740.0,272.0,0,9,的,5
33,780.0,272.0,0,10,时,4
33,820.0,272.0,0,11,候,4
33,860.0,272.0,0,12,，,2
33,900.0,272.0,0,13,是,3
33,940.0,272.0,0,14,一,5
33,980.0,272.0,0,15,位,6
33,1020.0,272.0,0,16,穿,8
33,1060.0,272.0,0,17,着,8
33,1100.0,272.0,0,18,白,10
33,1140.0,272.0,0,19,色,10
33,1180.0,272.0,0,20,长,10
33,1220.0,272.0,0,21,裙,10
33,1260.0,272.0,0,22,的,6
33,1300.0,272.0,0,23,大,5
33,1340.0,272.0,0,24,姐,5
33,1380.0,272.0,0,25,姐,5
33,1420.0,272.0,0,26,。,2
33,380.0,336.0,1,0,  ,0
33,420.0,336.0,1,1,  ,0
33,460.0,336.0,1,2,开,5
33,500.0,336.0,1,3,口,5
33,540.0,336.0,1,4,第,4
33,580.0,336.0,1,5,一,4
33,620.0,336.0,1,6,句,5
33,660.0,336.0,1,7,，,2
33,700.0,336.0,1,8,我,3
33,740.0,336.0,1,9,说,3
33,780.0,336.0,1,10,：,3
33,820.0,336.0,1,11,“,4
33,860.0,336.0,1,12,做,8
33,900.0,336.0,1,13,你,10
33,940.0,336.0,1,14,们,10
33,980.0,336.0,1,15,这,11
33,1020.0,336.0,1,16,行,11
33,1060.0,336.0,1,17,也,8
33,1100.0,336.0,1,18,挺,8
33,1140.0,336.0,1,19,辛,8
33,1180.0,336.0,1,20,苦,8
33,1220.0,336.0,1,21,的,5
33,1260.0,336.0,1,22,吧,4
33,1300.0,336.0,1,23,，,4
33,1340.0,336.0,1,24,每,7
33,1380.0,336.0,1,25,天,7
33,1420.0,336.0,1,26,接,7
33,1460.0,336.0,1,27,触,7
33,1500.0,336.0,1,28,这,10
33,1540.0,336.0,1,29,么,10
33,380.0,400.0,2,0,多,10
33,420.0,400.0,2,1,负,9
33,460.0,400.0,2,2,能,9
33,500.0,400.0,2,3,量,9
33,540.0,400.0,2,4,。,2
33,580.0,400.0,2,5,”,2
33,380.0,464.0,3,0,  ,0
33,420.0,464.0,3,1,  ,0
33,460.0,464.0,3,2,她,5
33,500.0,464.0,3,3,眉,5
33,540.0,464.0,3,4,峰,5
33,580.0,464.0,3,5,一,4
33,620.0,464.0,3,6,转,4
33,660.0,464.0,3,7,，,2
33,700.0,464.0,3,8,眼,4
33,740.0,464.0,3,9,神,4
33,780.0,464.0,3,10,忽,5
33,820.0,464.0,3,11,然,5
33,860.0,464.0,3,12,凌,6
33,900.0,464.0,3,13,厉,6
33,940.0,464.0,3,14,的,5
33,980.0,464.0,3,15,看,5
33,1020.0,464.0,3,16,着,5
33,1060.0,464.0,3,17,我,6
33,1100.0,464.0,3,18,说,5
33,1140.0,464.0,3,19,：,5
33,1180.0,464.0,3,20,“,6
33,1220.0,464.0,3,21,你,7
33,1260.0,464.0,3,22,是,7
33,1300.0,464.0,3,23,做,12
33,1340.0,464.0,3,24,销,13
33,1380.0,464.0,3,25,售,13
33,1420.0,464.0,3,26,的,10
33,1460.0,464.0,3,27,。,2
33,1500.0,464.0,3,28,”,2
33,380.0,528.0,4,0,  ,0
33,420.0,528.0,4,1,  ,0
33,460.0,528.0,4,2,我,3
33,500.0,528.0,4,3,：,2
33,540.0,528.0,4,4,“,3
33,580.0,528.0,4,5,你,5
33,620.0,528.0,4,6,怎,6
33,660.0,528.0,4,7,么,6
33,700.0,528.0,4,8,知,6
33,740.0,528.0,4,9,道,6
33,780.0,528.0,4,10,？,2
33,820.0,528.0,4,11,”,2
33,380.0,592.0,5,0,  ,0
33,420.0,592.0,5,1,  ,0
33,460.0,592.0,5,2,她,4
33,500.0,592.0,5,3,低,5
33,540.0,592.0,5,4,头,5
33,580.0,592.0,5,5,呷,5
33,620.0,592.0,5,6,了,5
33,660.0,592.0,5,7,一,7
33,700.0,592.0,5,8,口,8
33,740.0,592.0,5,9,咖,7
33,780.0,592.0,5,10,啡,7
33,820.0,592.0,5,11,：,2
33,860.0,592.0,5,12,“,3
33,900.0,592.0,5,13,你,5
33,940.0,592.0,5,14,说,5
33,980.0,592.0,5,15,话,5
33,1020.0,592.0,5,16,有,4
33,1060.0,592.0,5,17,铺,5
33,1100.0,592.0,5,18,垫,5
33,1140.0,592.0,5,19,。,2
33,1180.0,592.0,5,20,”,2
