para_id,x,y,row,col,word,depth
11,380.0,272.0,0,0,  ,0
11,420.0,272.0,0,1,  ,0
11,460.0,272.0,0,2,CI,3
11,500.0,272.0,0,3,NN,3
11,540.0,272.0,0,4,OR,3
11,580.0,272.0,0,5,es,3
11,620.0,272.0,0,6,ea,3
11,660.0,272.0,0,7,rc,3
11,700.0,272.0,0,8,h,3
11,740.0,272.0,0,9,发,4
11,780.0,272.0,0,10,布,4
11,820.0,272.0,0,11,研,5
11,860.0,272.0,0,12,究,5
11,900.0,272.0,0,13,报,5
11,940.0,272.0,0,14,告,5
11,980.0,272.0,0,15,称,4
11,1020.0,272.0,0,16,，,4
11,1060.0,272.0,0,17,20,7
11,1100.0,272.0,0,18,23,7
11,1140.0,272.0,0,19,年,7
11,1180.0,272.0,0,20,1-,7
11,1220.0,272.0,0,21,6,7
11,1260.0,272.0,0,22,月,7
11,1300.0,272.0,0,23,中,8
11,1340.0,272.0,0,24,国,8
11,1380.0,272.0,0,25,（,9
11,1420.0,272.0,0,26,含,10
11,1460.0,272.0,0,27,中,11
11,1500.0,272.0,0,28,国,11
11,1540.0,272.0,0,29,台,11
11,380.0,336.0,1,0,湾,11
11,420.0,336.0,1,1,）,9
11,460.0,336.0,1,2,半,9
11,500.0,336.0,1,3,导,9
11,540.0,336.0,1,4,体,9
11,580.0,336.0,1,5,项,9
11,620.0,336.0,1,6,目,9
11,660.0,336.0,1,7,投,8
11,700.0,336.0,1,8,资,8
11,740.0,336.0,1,9,金,8
11,780.0,336.0,1,10,额,8
11,820.0,336.0,1,11,约,10
11,860.0,336.0,1,12,85,10
11,900.0,336.0,1,13,53,10
11,940.0,336.0,1,14,亿,10
11,980.0,336.0,1,15,人,9
11,1020.0,336.0,1,16,民,9
11,1060.0,336.0,1,17,币,9
11,1100.0,336.0,1,18,，,5
11,1140.0,336.0,1,19,同,8
11,1180.0,336.0,1,20,比,8
11,1220.0,336.0,1,21,下,8
11,1260.0,336.0,1,22,滑,8
11,1300.0,336.0,1,23,22,9
