para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
33,380.0,272.0,0,0,  ,  ,-1,1,0
33,420.0,272.0,0,1,  ,  ,-1,1,0
33,460.0,272.0,0,2,去,去看心理咨询师的时候,0,10,7
33,500.0,272.0,0,3,看,去看心理咨询师的时候,1,10,8
33,540.0,272.0,0,4,心,去看心理咨询师的时候,2,10,9
33,580.0,272.0,0,5,理,去看心理咨询师的时候,3,10,9
33,620.0,272.0,0,6,咨,去看心理咨询师的时候,4,10,9
33,660.0,272.0,0,7,询,去看心理咨询师的时候,5,10,9
33,700.0,272.0,0,8,师,去看心理咨询师的时候,6,10,9
33,740.0,272.0,0,9,的,去看心理咨询师的时候,7,10,4
33,780.0,272.0,0,10,时,去看心理咨询师的时候,8,10,3
33,820.0,272.0,0,11,候,去看心理咨询师的时候,9,10,3
33,860.0,272.0,0,12,，,，,-1,1,0
33,900.0,272.0,0,13,是,是一位穿着白色长裙的大姐姐,0,13,3
33,940.0,272.0,0,14,一,是一位穿着白色长裙的大姐姐,1,13,5
33,980.0,272.0,0,15,位,是一位穿着白色长裙的大姐姐,2,13,6
33,1020.0,272.0,0,16,穿,是一位穿着白色长裙的大姐姐,3,13,8
33,1060.0,272.0,0,17,着,是一位穿着白色长裙的大姐姐,4,13,8
33,1100.0,272.0,0,18,白,是一位穿着白色长裙的大姐姐,5,13,10
33,1140.0,272.0,0,19,色,是一位穿着白色长裙的大姐姐,6,13,10
33,1180.0,272.0,0,20,长,是一位穿着白色长裙的大姐姐,7,13,10
33,1220.0,272.0,0,21,裙,是一位穿着白色长裙的大姐姐,8,13,10
33,1260.0,272.0,0,22,的,是一位穿着白色长裙的大姐姐,9,13,6
33,1300.0,272.0,0,23,大,是一位穿着白色长裙的大姐姐,10,13,5
33,1340.0,272.0,0,24,姐,是一位穿着白色长裙的大姐姐,11,13,5
33,1380.0,272.0,0,25,姐,是一位穿着白色长裙的大姐姐,12,13,5
33,1420.0,272.0,0,26,。,。,-1,1,0
33,380.0,336.0,1,0,  ,  ,-1,1,0
33,420.0,336.0,1,1,  ,  ,-1,1,0
33,460.0,336.0,1,2,开,开口第一句,0,5,3
33,500.0,336.0,1,3,口,开口第一句,1,5,3
33,540.0,336.0,1,4,第,开口第一句,2,5,3
33,580.0,336.0,1,5,一,开口第一句,3,5,3
33,620.0,336.0,1,6,句,开口第一句,4,5,4
33,660.0,336.0,1,7,，,，,-1,1,0
33,700.0,336.0,1,8,我,,0,0,0
33,740.0,336.0,1,9,说,,0,0,0
33,780.0,336.0,1,10,：,：,-1,1,0
33,820.0,336.0,1,11,“,“,-1,1,0
33,860.0,336.0,1,12,做,做你们这行也挺辛苦的吧,0,11,6
33,900.0,336.0,1,13,你,做你们这行也挺辛苦的吧,1,11,8
33,940.0,336.0,1,14,们,做你们这行也挺辛苦的吧,2,11,8
33,980.0,336.0,1,15,这,做你们这行也挺辛苦的吧,3,11,8
33,1020.0,336.0,1,16,行,做你们这行也挺辛苦的吧,4,11,8
33,1060.0,336.0,1,17,也,做你们这行也挺辛苦的吧,5,11,6
33,1100.0,336.0,1,18,挺,做你们这行也挺辛苦的吧,6,11,6
33,1140.0,336.0,1,19,辛,做你们这行也挺辛苦的吧,7,11,6
33,1180.0,336.0,1,20,苦,做你们这行也挺辛苦的吧,8,11,6
33,1220.0,336.0,1,21,的,做你们这行也挺辛苦的吧,9,11,3
33,1260.0,336.0,1,22,吧,做你们这行也挺辛苦的吧,10,11,2
33,1300.0,336.0,1,23,，,，,-1,1,0
33,1340.0,336.0,1,24,每,每天接触这么,0,6,3
33,1380.0,336.0,1,25,天,每天接触这么,1,6,3
33,1420.0,336.0,1,26,接,每天接触这么,2,6,2
33,1460.0,336.0,1,27,触,每天接触这么,3,6,2
33,1500.0,336.0,1,28,这,每天接触这么,4,6,3
33,1540.0,336.0,1,29,么,每天接触这么,5,6,3
33,380.0,400.0,2,0,多,,0,0,0
33,420.0,400.0,2,1,负,,0,0,0
33,460.0,400.0,2,2,能,,0,0,0
33,500.0,400.0,2,3,量,,0,0,0
33,540.0,400.0,2,4,。,。,-1,1,0
33,580.0,400.0,2,5,”,”,-1,1,0
33,380.0,464.0,3,0,  ,  ,-1,1,0
33,420.0,464.0,3,1,  ,  ,-1,1,0
33,460.0,464.0,3,2,她,她眉峰一转,0,5,3
33,500.0,464.0,3,3,眉,她眉峰一转,1,5,3
33,540.0,464.0,3,4,峰,她眉峰一转,2,5,3
33,580.0,464.0,3,5,一,她眉峰一转,3,5,3
33,620.0,464.0,3,6,转,她眉峰一转,4,5,3
33,660.0,464.0,3,7,，,，,-1,1,0
33,700.0,464.0,3,8,眼,,0,0,0
33,740.0,464.0,3,9,神,,0,0,0
33,780.0,464.0,3,10,忽,,0,0,0
