para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
34,380.0,272.0,0,0,  ,  ,-1,1,0
34,420.0,272.0,0,1,  ,  ,-1,1,0
34,460.0,272.0,0,2,到,到夏天就离不开家里的绿豆汤,0,13,4
34,500.0,272.0,0,3,夏,到夏天就离不开家里的绿豆汤,1,13,5
34,540.0,272.0,0,4,天,到夏天就离不开家里的绿豆汤,2,13,5
34,580.0,272.0,0,5,就,到夏天就离不开家里的绿豆汤,3,13,4
34,620.0,272.0,0,6,离,到夏天就离不开家里的绿豆汤,4,13,5
34,660.0,272.0,0,7,不,到夏天就离不开家里的绿豆汤,5,13,5
34,700.0,272.0,0,8,开,到夏天就离不开家里的绿豆汤,6,13,5
34,740.0,272.0,0,9,家,到夏天就离不开家里的绿豆汤,7,13,7
34,780.0,272.0,0,10,里,到夏天就离不开家里的绿豆汤,8,13,7
34,820.0,272.0,0,11,的,到夏天就离不开家里的绿豆汤,9,13,6
34,860.0,272.0,0,12,绿,到夏天就离不开家里的绿豆汤,10,13,6
34,900.0,272.0,0,13,豆,到夏天就离不开家里的绿豆汤,11,13,6
34,940.0,272.0,0,14,汤,到夏天就离不开家里的绿豆汤,12,13,6
34,980.0,272.0,0,15,，,，,-1,1,0
34,1020.0,272.0,0,16,咱,,0,0,0
34,1060.0,272.0,0,17,这,,0,0,0
34,1100.0,272.0,0,18,次,,0,0,0
34,1140.0,272.0,0,19,尝,,0,0,0
34,1180.0,272.0,0,20,一,,0,0,0
34,1220.0,272.0,0,21,波,,0,0,0
34,1260.0,272.0,0,22,南,,0,0,0
34,1300.0,272.0,0,23,方,,0,0,0
34,1340.0,272.0,0,24,版,,0,0,0
34,1380.0,272.0,0,25,本,,0,0,0
34,1420.0,272.0,0,26,的,,0,0,0
34,1460.0,272.0,0,27,—,—,-1,1,0
34,1500.0,272.0,0,28,—,—,-1,1,0
34,1540.0,272.0,0,29,苏,苏,0,1,2
34,380.0,336.0,1,0,式,式绿豆汤,0,4,1
34,420.0,336.0,1,1,绿,式绿豆汤,1,4,1
34,460.0,336.0,1,2,豆,式绿豆汤,2,4,1
34,500.0,336.0,1,3,汤,式绿豆汤,3,4,1
34,540.0,336.0,1,4,。,。,-1,1,0
34,580.0,336.0,1,5,居,居民楼底商的小小门脸也被我们找到啦,0,17,7
34,620.0,336.0,1,6,民,居民楼底商的小小门脸也被我们找到啦,1,17,7
34,660.0,336.0,1,7,楼,居民楼底商的小小门脸也被我们找到啦,2,17,7
34,700.0,336.0,1,8,底,居民楼底商的小小门脸也被我们找到啦,3,17,6
34,740.0,336.0,1,9,商,居民楼底商的小小门脸也被我们找到啦,4,17,6
34,780.0,336.0,1,10,的,居民楼底商的小小门脸也被我们找到啦,5,17,4
34,820.0,336.0,1,11,小,居民楼底商的小小门脸也被我们找到啦,6,17,5
34,860.0,336.0,1,12,小,居民楼底商的小小门脸也被我们找到啦,7,17,5
34,900.0,336.0,1,13,门,居民楼底商的小小门脸也被我们找到啦,8,17,5
34,940.0,336.0,1,14,脸,居民楼底商的小小门脸也被我们找到啦,9,17,5
34,980.0,336.0,1,15,也,居民楼底商的小小门脸也被我们找到啦,10,17,5
34,1020.0,336.0,1,16,被,居民楼底商的小小门脸也被我们找到啦,11,17,5
34,1060.0,336.0,1,17,我,居民楼底商的小小门脸也被我们找到啦,12,17,7
34,1100.0,336.0,1,18,们,居民楼底商的小小门脸也被我们找到啦,13,17,7
34,1140.0,336.0,1,19,找,居民楼底商的小小门脸也被我们找到啦,14,17,7
34,1180.0,336.0,1,20,到,居民楼底商的小小门脸也被我们找到啦,15,17,7
34,1220.0,336.0,1,21,啦,居民楼底商的小小门脸也被我们找到啦,16,17,2
