para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,depth
14,380.0,272.0,0,0,【,【,-1,1,0.0
14,420.0,272.0,0,1,俄,俄乌冲突爆发以来,0,8,5.0
14,460.0,272.0,0,2,乌,俄乌冲突爆发以来,1,8,5.0
14,500.0,272.0,0,3,冲,俄乌冲突爆发以来,2,8,5.0
14,540.0,272.0,0,4,突,俄乌冲突爆发以来,3,8,5.0
14,580.0,272.0,0,5,爆,俄乌冲突爆发以来,4,8,4.0
14,620.0,272.0,0,6,发,俄乌冲突爆发以来,5,8,4.0
14,660.0,272.0,0,7,以,俄乌冲突爆发以来,6,8,2.0
14,700.0,272.0,0,8,来,俄乌冲突爆发以来,7,8,2.0
14,740.0,272.0,0,9,，,，,-1,1,0.0
14,780.0,272.0,0,10,欧,欧洲追随美国对俄实施多轮严厉制裁,0,16,3.0
14,820.0,272.0,0,11,洲,欧洲追随美国对俄实施多轮严厉制裁,1,16,3.0
14,860.0,272.0,0,12,追,欧洲追随美国对俄实施多轮严厉制裁,2,16,4.0
14,900.0,272.0,0,13,随,欧洲追随美国对俄实施多轮严厉制裁,3,16,4.0
14,940.0,272.0,0,14,美,欧洲追随美国对俄实施多轮严厉制裁,4,16,5.0
14,980.0,272.0,0,15,国,欧洲追随美国对俄实施多轮严厉制裁,5,16,5.0
14,1020.0,272.0,0,16,对,欧洲追随美国对俄实施多轮严厉制裁,6,16,5.0
14,1060.0,272.0,0,17,俄,欧洲追随美国对俄实施多轮严厉制裁,7,16,6.0
14,1100.0,272.0,0,18,实,欧洲追随美国对俄实施多轮严厉制裁,8,16,5.0
14,1140.0,272.0,0,19,施,欧洲追随美国对俄实施多轮严厉制裁,9,16,5.0
14,1180.0,272.0,0,20,多,欧洲追随美国对俄实施多轮严厉制裁,10,16,7.0
14,1220.0,272.0,0,21,轮,欧洲追随美国对俄实施多轮严厉制裁,11,16,8.0
14,1260.0,272.0,0,22,严,欧洲追随美国对俄实施多轮严厉制裁,12,16,7.0
14,1300.0,272.0,0,23,厉,欧洲追随美国对俄实施多轮严厉制裁,13,16,7.0
14,1340.0,272.0,0,24,制,欧洲追随美国对俄实施多轮严厉制裁,14,16,7.0
14,1380.0,272.0,0,25,裁,欧洲追随美国对俄实施多轮严厉制裁,15,16,7.0
14,1420.0,272.0,0,26,】,】,-1,1,0.0
14,380.0,336.0,1,0,  ,  ,-1,1,0.0
14,420.0,336.0,1,1,  ,  ,-1,1,0.0
14,460.0,336.0,1,2,近,近日,0,2,3.0
14,500.0,336.0,1,3,日,近日,1,2,3.0
14,540.0,336.0,1,4,，,，,-1,1,0.0
14,580.0,336.0,1,5,多,多家外媒报道称,0,7,4.0
14,620.0,336.0,1,6,家,多家外媒报道称,1,7,5.0
14,660.0,336.0,1,7,外,多家外媒报道称,2,7,4.0
14,700.0,336.0,1,8,媒,多家外媒报道称,3,7,4.0
14,740.0,336.0,1,9,报,多家外媒报道称,4,7,4.0
14,780.0,336.0,1,10,道,多家外媒报道称,5,7,4.0
14,820.0,336.0,1,11,称,多家外媒报道称,6,7,4.0
14,860.0,336.0,1,12,，,，,-1,1,0.0
14,900.0,336.0,1,13,对,对俄制裁产生的外溢影响令欧洲通胀高,0,17,9.0
14,940.0,336.0,1,14,俄,对俄制裁产生的外溢影响令欧洲通胀高,1,17,10.0
14,980.0,336.0,1,15,制,对俄制裁产生的外溢影响令欧洲通胀高,2,17,9.0
14,1020.0,336.0,1,16,裁,对俄制裁产生的外溢影响令欧洲通胀高,3,17,9.0
14,1060.0,336.0,1,17,产,对俄制裁产生的外溢影响令欧洲通胀高,4,17,7.0
14,1100.0,336.0,1,18,生,对俄制裁产生的外溢影响令欧洲通胀高,5,17,7.0
14,1140.0,336.0,1,19,的,对俄制裁产生的外溢影响令欧洲通胀高,6,17,5.0
14,1180.0,336.0,1,20,外,对俄制裁产生的外溢影响令欧洲通胀高,7,17,4.0
14,1220.0,336.0,1,21,溢,对俄制裁产生的外溢影响令欧洲通胀高,8,17,4.0
14,1260.0,336.0,1,22,影,对俄制裁产生的外溢影响令欧洲通胀高,9,17,4.0
14,1300.0,336.0,1,23,响,对俄制裁产生的外溢影响令欧洲通胀高,10,17,4.0
14,1340.0,336.0,1,24,令,对俄制裁产生的外溢影响令欧洲通胀高,11,17,3.0
14,1380.0,336.0,1,25,欧,对俄制裁产生的外溢影响令欧洲通胀高,12,17,5.0
14,1420.0,336.0,1,26,洲,对俄制裁产生的外溢影响令欧洲通胀高,13,17,5.0
14,1460.0,336.0,1,27,通,对俄制裁产生的外溢影响令欧洲通胀高,14,17,5.0
14,1500.0,336.0,1,28,胀,对俄制裁产生的外溢影响令欧洲通胀高,15,17,5.0
14,1540.0,336.0,1,29,高,对俄制裁产生的外溢影响令欧洲通胀高,16,17,5.0
14,380.0,400.0,2,0,企,企,0,1,2.0
14,420.0,400.0,2,1,，,，,-1,1,0.0
14,460.0,400.0,2,2,经,经济持续承压,0,6,3.0
14,500.0,400.0,2,3,济,经济持续承压,1,6,3.0
14,540.0,400.0,2,4,持,经济持续承压,2,6,3.0
14,580.0,400.0,2,5,续,经济持续承压,3,6,3.0
14,620.0,400.0,2,6,承,经济持续承压,4,6,4.0
14,660.0,400.0,2,7,压,经济持续承压,5,6,4.0
14,700.0,400.0,2,8,。,。,-1,1,0.0
14,740.0,400.0,2,9,欧,欧洲内部对于制裁给自身带来的问题愈发担忧,0,20,4.0
14,780.0,400.0,2,10,洲,欧洲内部对于制裁给自身带来的问题愈发担忧,1,20,4.0
14,820.0,400.0,2,11,内,欧洲内部对于制裁给自身带来的问题愈发担忧,2,20,4.0
14,860.0,400.0,2,12,部,欧洲内部对于制裁给自身带来的问题愈发担忧,3,20,4.0
14,900.0,400.0,2,13,对,欧洲内部对于制裁给自身带来的问题愈发担忧,4,20,4.0
14,940.0,400.0,2,14,于,欧洲内部对于制裁给自身带来的问题愈发担忧,5,20,4.0
14,980.0,400.0,2,15,制,欧洲内部对于制裁给自身带来的问题愈发担忧,6,20,9.0
14,1020.0,400.0,2,16,裁,欧洲内部对于制裁给自身带来的问题愈发担忧,7,20,9.0
14,1060.0,400.0,2,17,给,欧洲内部对于制裁给自身带来的问题愈发担忧,8,20,10.0
14,1100.0,400.0,2,18,自,欧洲内部对于制裁给自身带来的问题愈发担忧,9,20,11.0
14,1140.0,400.0,2,19,身,欧洲内部对于制裁给自身带来的问题愈发担忧,10,20,11.0
14,1180.0,400.0,2,20,带,欧洲内部对于制裁给自身带来的问题愈发担忧,11,20,10.0
