para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length,constituency_depth
0,380.0,272.0,0,0,  ,  ,-1,1,0.0
0,420.0,272.0,0,1,  ,  ,-1,1,0.0
0,460.0,272.0,0,2,8,8月22日,0,4,2.0
0,500.0,272.0,0,3,月,8月22日,1,4,2.0
0,540.0,272.0,0,4,22,8月22日,2,4,2.0
0,580.0,272.0,0,5,日,8月22日,3,4,2.0
0,620.0,272.0,0,6,，,，,-1,1,0.0
0,660.0,272.0,0,7,据,据央视新闻报道,0,7,2.0
0,700.0,272.0,0,8,央,据央视新闻报道,1,7,5.0
0,740.0,272.0,0,9,视,据央视新闻报道,2,7,5.0
0,780.0,272.0,0,10,新,据央视新闻报道,3,7,5.0
0,820.0,272.0,0,11,闻,据央视新闻报道,4,7,5.0
0,860.0,272.0,0,12,报,据央视新闻报道,5,7,4.0
0,900.0,272.0,0,13,道,据央视新闻报道,6,7,4.0
0,940.0,272.0,0,14,，,，,-1,1,0.0
0,980.0,272.0,0,15,总,总台记者目击,0,6,4.0
0,1020.0,272.0,0,16,台,总台记者目击,1,6,4.0
0,1060.0,272.0,0,17,记,总台记者目击,2,6,4.0
0,1100.0,272.0,0,18,者,总台记者目击,3,6,4.0
0,1140.0,272.0,0,19,目,总台记者目击,4,6,3.0
0,1180.0,272.0,0,20,击,总台记者目击,5,6,3.0
0,1220.0,272.0,0,21,，,，,-1,1,0.0
0,1260.0,272.0,0,22,天,天津市位于南开区,0,8,3.0
0,1300.0,272.0,0,23,津,天津市位于南开区,1,8,3.0
0,1340.0,272.0,0,24,市,天津市位于南开区,2,8,3.0
0,1380.0,272.0,0,25,位,天津市位于南开区,3,8,3.0
0,1420.0,272.0,0,26,于,天津市位于南开区,4,8,3.0
0,1460.0,272.0,0,27,南,天津市位于南开区,5,8,4.0
0,1500.0,272.0,0,28,开,天津市位于南开区,6,8,4.0
0,1540.0,272.0,0,29,区,天津市位于南开区,7,8,4.0
0,380.0,336.0,1,0,南,南京路与万德庄南北街交口处的一栋大厦发生火情,0,22,7.0
0,420.0,336.0,1,1,京,南京路与万德庄南北街交口处的一栋大厦发生火情,1,22,7.0
0,460.0,336.0,1,2,路,南京路与万德庄南北街交口处的一栋大厦发生火情,2,22,7.0
0,500.0,336.0,1,3,与,南京路与万德庄南北街交口处的一栋大厦发生火情,3,22,6.0
0,540.0,336.0,1,4,万,南京路与万德庄南北街交口处的一栋大厦发生火情,4,22,7.0
0,580.0,336.0,1,5,德,南京路与万德庄南北街交口处的一栋大厦发生火情,5,22,7.0
0,620.0,336.0,1,6,庄,南京路与万德庄南北街交口处的一栋大厦发生火情,6,22,7.0
0,660.0,336.0,1,7,南,南京路与万德庄南北街交口处的一栋大厦发生火情,7,22,7.0
0,700.0,336.0,1,8,北,南京路与万德庄南北街交口处的一栋大厦发生火情,8,22,7.0
0,740.0,336.0,1,9,街,南京路与万德庄南北街交口处的一栋大厦发生火情,9,22,7.0
0,780.0,336.0,1,10,交,南京路与万德庄南北街交口处的一栋大厦发生火情,10,22,6.0
0,820.0,336.0,1,11,口,南京路与万德庄南北街交口处的一栋大厦发生火情,11,22,6.0
0,860.0,336.0,1,12,处,南京路与万德庄南北街交口处的一栋大厦发生火情,12,22,6.0
0,900.0,336.0,1,13,的,南京路与万德庄南北街交口处的一栋大厦发生火情,13,22,4.0
0,940.0,336.0,1,14,一,南京路与万德庄南北街交口处的一栋大厦发生火情,14,22,4.0
0,980.0,336.0,1,15,栋,南京路与万德庄南北街交口处的一栋大厦发生火情,15,22,5.0
0,1020.0,336.0,1,16,大,南京路与万德庄南北街交口处的一栋大厦发生火情,16,22,4.0
0,1060.0,336.0,1,17,厦,南京路与万德庄南北街交口处的一栋大厦发生火情,17,22,4.0
0,1100.0,336.0,1,18,发,南京路与万德庄南北街交口处的一栋大厦发生火情,18,22,3.0
0,1140.0,336.0,1,19,生,南京路与万德庄南北街交口处的一栋大厦发生火情,19,22,3.0
0,1180.0,336.0,1,20,火,南京路与万德庄南北街交口处的一栋大厦发生火情,20,22,4.0
0,1220.0,336.0,1,21,情,南京路与万德庄南北街交口处的一栋大厦发生火情,21,22,4.0
0,1260.0,336.0,1,22,，,，,-1,1,0.0
0,1300.0,336.0,1,23,目,目前从大楼的一,0,7,3.0
0,1340.0,336.0,1,24,前,目前从大楼的一,1,7,3.0
0,1380.0,336.0,1,25,从,目前从大楼的一,2,7,2.0
0,1420.0,336.0,1,26,大,目前从大楼的一,3,7,4.0
0,1460.0,336.0,1,27,楼,目前从大楼的一,4,7,4.0
0,1500.0,336.0,1,28,的,目前从大楼的一,5,7,3.0
0,1540.0,336.0,1,29,一,目前从大楼的一,6,7,3.0
0,380.0,400.0,2,0,侧,侧外立面到顶楼均可见明火,0,12,4.0
0,420.0,400.0,2,1,外,侧外立面到顶楼均可见明火,1,12,4.0
0,460.0,400.0,2,2,立,侧外立面到顶楼均可见明火,2,12,4.0
0,500.0,400.0,2,3,面,侧外立面到顶楼均可见明火,3,12,4.0
0,540.0,400.0,2,4,到,侧外立面到顶楼均可见明火,4,12,3.0
0,580.0,400.0,2,5,顶,侧外立面到顶楼均可见明火,5,12,4.0
0,620.0,400.0,2,6,楼,侧外立面到顶楼均可见明火,6,12,4.0
0,660.0,400.0,2,7,均,侧外立面到顶楼均可见明火,7,12,4.0
0,700.0,400.0,2,8,可,侧外立面到顶楼均可见明火,8,12,4.0
0,740.0,400.0,2,9,见,侧外立面到顶楼均可见明火,9,12,4.0
0,780.0,400.0,2,10,明,侧外立面到顶楼均可见明火,10,12,5.0
0,820.0,400.0,2,11,火,侧外立面到顶楼均可见明火,11,12,5.0
0,860.0,400.0,2,12,，,，,-1,1,0.0
0,900.0,400.0,2,13,消,消防部门正在全力进行灭火工作,0,14,3.0
0,940.0,400.0,2,14,防,消防部门正在全力进行灭火工作,1,14,3.0
0,980.0,400.0,2,15,部,消防部门正在全力进行灭火工作,2,14,3.0
0,1020.0,400.0,2,16,门,消防部门正在全力进行灭火工作,3,14,3.0
0,1060.0,400.0,2,17,正,消防部门正在全力进行灭火工作,4,14,4.0
0,1100.0,400.0,2,18,在,消防部门正在全力进行灭火工作,5,14,4.0
0,1140.0,400.0,2,19,全,消防部门正在全力进行灭火工作,6,14,4.0
0,1180.0,400.0,2,20,力,消防部门正在全力进行灭火工作,7,14,4.0
0,1220.0,400.0,2,21,进,消防部门正在全力进行灭火工作,8,14,4.0
0,1260.0,400.0,2,22,行,消防部门正在全力进行灭火工作,9,14,4.0
0,1300.0,400.0,2,23,灭,消防部门正在全力进行灭火工作,10,14,5.0
0,1340.0,400.0,2,24,火,消防部门正在全力进行灭火工作,11,14,5.0
0,1380.0,400.0,2,25,工,消防部门正在全力进行灭火工作,12,14,5.0
0,1420.0,400.0,2,26,作,消防部门正在全力进行灭火工作,13,14,5.0
0,1460.0,400.0,2,27,。,。,-1,1,0.0
0,380.0,464.0,3,0,  ,  ,-1,1,0.0
0,420.0,464.0,3,1,  ,  ,-1,1,0.0
0,460.0,464.0,3,2,据,据现场视频显示,0,7,2.0
0,500.0,464.0,3,3,现,据现场视频显示,1,7,4.0
0,540.0,464.0,3,4,场,据现场视频显示,2,7,4.0
0,580.0,464.0,3,5,视,据现场视频显示,3,7,4.0
0,620.0,464.0,3,6,频,据现场视频显示,4,7,4.0
0,660.0,464.0,3,7,显,据现场视频显示,5,7,4.0
0,700.0,464.0,3,8,示,据现场视频显示,6,7,4.0
0,740.0,464.0,3,9,，,，,-1,1,0.0
0,780.0,464.0,3,10,整,整个大楼一侧有较严重的明火燃烧,0,15,5.0
0,820.0,464.0,3,11,个,整个大楼一侧有较严重的明火燃烧,1,15,5.0
0,860.0,464.0,3,12,大,整个大楼一侧有较严重的明火燃烧,2,15,5.0
0,900.0,464.0,3,13,楼,整个大楼一侧有较严重的明火燃烧,3,15,5.0
0,940.0,464.0,3,14,一,整个大楼一侧有较严重的明火燃烧,4,15,4.0
0,980.0,464.0,3,15,侧,整个大楼一侧有较严重的明火燃烧,5,15,4.0
0,1020.0,464.0,3,16,有,整个大楼一侧有较严重的明火燃烧,6,15,3.0
0,1060.0,464.0,3,17,较,整个大楼一侧有较严重的明火燃烧,7,15,10.0
0,1100.0,464.0,3,18,严,整个大楼一侧有较严重的明火燃烧,8,15,10.0
0,1140.0,464.0,3,19,重,整个大楼一侧有较严重的明火燃烧,9,15,10.0
0,1180.0,464.0,3,20,的,整个大楼一侧有较严重的明火燃烧,10,15,7.0
0,1220.0,464.0,3,21,明,整个大楼一侧有较严重的明火燃烧,11,15,6.0
0,1260.0,464.0,3,22,火,整个大楼一侧有较严重的明火燃烧,12,15,6.0
0,1300.0,464.0,3,23,燃,整个大楼一侧有较严重的明火燃烧,13,15,5.0
0,1340.0,464.0,3,24,烧,整个大楼一侧有较严重的明火燃烧,14,15,5.0
0,1380.0,464.0,3,25,，,，,-1,1,0.0
0,1420.0,464.0,3,26,现,现场黑烟,0,4,3.0
0,1460.0,464.0,3,27,场,现场黑烟,1,4,3.0
0,1500.0,464.0,3,28,黑,现场黑烟,2,4,4.0
0,1540.0,464.0,3,29,烟,现场黑烟,3,4,4.0
0,380.0,528.0,4,0,滚,滚滚,0,2,1.0
0,420.0,528.0,4,1,滚,滚滚,1,2,1.0
0,460.0,528.0,4,2,，,，,-1,1,0.0
0,500.0,528.0,4,3,路,路上停有多辆消防救援车辆,0,12,3.0
0,540.0,528.0,4,4,上,路上停有多辆消防救援车辆,1,12,3.0
0,580.0,528.0,4,5,停,路上停有多辆消防救援车辆,2,12,4.0
0,620.0,528.0,4,6,有,路上停有多辆消防救援车辆,3,12,4.0
0,660.0,528.0,4,7,多,路上停有多辆消防救援车辆,4,12,5.0
0,700.0,528.0,4,8,辆,路上停有多辆消防救援车辆,5,12,6.0
0,740.0,528.0,4,9,消,路上停有多辆消防救援车辆,6,12,5.0
0,780.0,528.0,4,10,防,路上停有多辆消防救援车辆,7,12,5.0
0,820.0,528.0,4,11,救,路上停有多辆消防救援车辆,8,12,5.0
0,860.0,528.0,4,12,援,路上停有多辆消防救援车辆,9,12,5.0
0,900.0,528.0,4,13,车,路上停有多辆消防救援车辆,10,12,5.0
0,940.0,528.0,4,14,辆,路上停有多辆消防救援车辆,11,12,5.0
0,980.0,528.0,4,15,。,。,-1,1,0.0
0,380.0,592.0,5,0,  ,  ,-1,1,0.0
0,420.0,592.0,5,1,  ,  ,-1,1,0.0
0,460.0,592.0,5,2,工,工作人员表示如果有新进展会通过公众号及时发布通报,0,24,3.0
0,500.0,592.0,5,3,作,工作人员表示如果有新进展会通过公众号及时发布通报,1,24,3.0
0,540.0,592.0,5,4,人,工作人员表示如果有新进展会通过公众号及时发布通报,2,24,3.0
0,580.0,592.0,5,5,员,工作人员表示如果有新进展会通过公众号及时发布通报,3,24,3.0
0,620.0,592.0,5,6,表,工作人员表示如果有新进展会通过公众号及时发布通报,4,24,3.0
0,660.0,592.0,5,7,示,工作人员表示如果有新进展会通过公众号及时发布通报,5,24,3.0
0,700.0,592.0,5,8,如,工作人员表示如果有新进展会通过公众号及时发布通报,6,24,6.0
0,740.0,592.0,5,9,果,工作人员表示如果有新进展会通过公众号及时发布通报,7,24,6.0
0,780.0,592.0,5,10,有,工作人员表示如果有新进展会通过公众号及时发布通报,8,24,7.0
0,820.0,592.0,5,11,新,工作人员表示如果有新进展会通过公众号及时发布通报,9,24,9.0
0,860.0,592.0,5,12,进,工作人员表示如果有新进展会通过公众号及时发布通报,10,24,9.0
0,900.0,592.0,5,13,展,工作人员表示如果有新进展会通过公众号及时发布通报,11,24,9.0
0,940.0,592.0,5,14,会,工作人员表示如果有新进展会通过公众号及时发布通报,12,24,5.0
0,980.0,592.0,5,15,通,工作人员表示如果有新进展会通过公众号及时发布通报,13,24,7.0
0,1020.0,592.0,5,16,过,工作人员表示如果有新进展会通过公众号及时发布通报,14,24,7.0
0,1060.0,592.0,5,17,公,工作人员表示如果有新进展会通过公众号及时发布通报,15,24,8.0
0,1100.0,592.0,5,18,众,工作人员表示如果有新进展会通过公众号及时发布通报,16,24,8.0
0,1140.0,592.0,5,19,号,工作人员表示如果有新进展会通过公众号及时发布通报,17,24,8.0
0,1180.0,592.0,5,20,及,工作人员表示如果有新进展会通过公众号及时发布通报,18,24,7.0
0,1220.0,592.0,5,21,时,工作人员表示如果有新进展会通过公众号及时发布通报,19,24,7.0
0,1260.0,592.0,5,22,发,工作人员表示如果有新进展会通过公众号及时发布通报,20,24,7.0
0,1300.0,592.0,5,23,布,工作人员表示如果有新进展会通过公众号及时发布通报,21,24,7.0
0,1340.0,592.0,5,24,通,工作人员表示如果有新进展会通过公众号及时发布通报,22,24,8.0
0,1380.0,592.0,5,25,报,工作人员表示如果有新进展会通过公众号及时发布通报,23,24,8.0
0,1420.0,592.0,5,26,。,。,-1,1,0.0
1,380.0,272.0,0,0,【,【,-1,1,0.0
1,420.0,272.0,0,1,知,知乎,0,2,3.0
1,460.0,272.0,0,2,乎,知乎,1,2,3.0
1,500.0,272.0,0,3,】,】,-1,1,0.0
1,540.0,272.0,0,4,董,董明珠称,0,4,3.0
1,580.0,272.0,0,5,明,董明珠称,1,4,3.0
1,620.0,272.0,0,6,珠,董明珠称,2,4,3.0
1,660.0,272.0,0,7,称,董明珠称,3,4,3.0
1,700.0,272.0,0,8,「,「,-1,1,0.0
1,740.0,272.0,0,9,不,不招只想要多少工资的,0,10,6.0
1,780.0,272.0,0,10,招,不招只想要多少工资的,1,10,6.0
1,820.0,272.0,0,11,只,不招只想要多少工资的,2,10,6.0
1,860.0,272.0,0,12,想,不招只想要多少工资的,3,10,6.0
1,900.0,272.0,0,13,要,不招只想要多少工资的,4,10,6.0
1,940.0,272.0,0,14,多,不招只想要多少工资的,5,10,10.0
1,980.0,272.0,0,15,少,不招只想要多少工资的,6,10,10.0
1,1020.0,272.0,0,16,工,不招只想要多少工资的,7,10,10.0
1,1060.0,272.0,0,17,资,不招只想要多少工资的,8,10,10.0
1,1100.0,272.0,0,18,的,不招只想要多少工资的,9,10,8.0
1,1140.0,272.0,0,19,，,，,-1,1,0.0
1,1180.0,272.0,0,20,希,希望年轻人知道自己能,0,10,3.0
1,1220.0,272.0,0,21,望,希望年轻人知道自己能,1,10,3.0
1,1260.0,272.0,0,22,年,希望年轻人知道自己能,2,10,5.0
1,1300.0,272.0,0,23,轻,希望年轻人知道自己能,3,10,5.0
1,1340.0,272.0,0,24,人,希望年轻人知道自己能,4,10,5.0
1,1380.0,272.0,0,25,知,希望年轻人知道自己能,5,10,5.0
1,1420.0,272.0,0,26,道,希望年轻人知道自己能,6,10,5.0
1,1460.0,272.0,0,27,自,希望年轻人知道自己能,7,10,7.0
1,1500.0,272.0,0,28,己,希望年轻人知道自己能,8,10,7.0
1,1540.0,272.0,0,29,能,希望年轻人知道自己能,9,10,7.0
1,380.0,336.0,1,0,干,,0,0,0.0
1,420.0,336.0,1,1,什,,0,0,0.0
1,460.0,336.0,1,2,么,,0,0,0.0
1,500.0,336.0,1,3,」,」,-1,1,0.0
1,540.0,336.0,1,4,，,，,-1,1,0.0
1,580.0,336.0,1,5,你,你怎么看待这一言论,0,9,3.0
1,620.0,336.0,1,6,怎,你怎么看待这一言论,1,9,4.0
1,660.0,336.0,1,7,么,你怎么看待这一言论,2,9,4.0
1,700.0,336.0,1,8,看,你怎么看待这一言论,3,9,4.0
1,740.0,336.0,1,9,待,你怎么看待这一言论,4,9,4.0
1,780.0,336.0,1,10,这,你怎么看待这一言论,5,9,6.0
1,820.0,336.0,1,11,一,你怎么看待这一言论,6,9,6.0
1,860.0,336.0,1,12,言,你怎么看待这一言论,7,9,6.0
1,900.0,336.0,1,13,论,你怎么看待这一言论,8,9,6.0
1,940.0,336.0,1,14,？,？,-1,1,0.0
1,380.0,400.0,2,0,【,【,-1,1,0.0
1,420.0,400.0,2,1,知,知乎,0,2,0.0
1,460.0,400.0,2,2,乎,知乎,1,2,0.0
1,500.0,400.0,2,3,】,】,-1,1,0.0
1,540.0,400.0,2,4,特,特朗普称将于24日自首,0,10,3.0
1,580.0,400.0,2,5,朗,特朗普称将于24日自首,1,10,3.0
1,620.0,400.0,2,6,普,特朗普称将于24日自首,2,10,3.0
1,660.0,400.0,2,7,称,特朗普称将于24日自首,3,10,3.0
1,700.0,400.0,2,8,将,特朗普称将于24日自首,4,10,6.0
1,740.0,400.0,2,9,于,特朗普称将于24日自首,5,10,6.0
1,780.0,400.0,2,10,24,特朗普称将于24日自首,6,10,7.0
1,820.0,400.0,2,11,日,特朗普称将于24日自首,7,10,7.0
1,860.0,400.0,2,12,自,特朗普称将于24日自首,8,10,6.0
1,900.0,400.0,2,13,首,特朗普称将于24日自首,9,10,6.0
1,940.0,400.0,2,14,，,，,-1,1,0.0
1,980.0,400.0,2,15,这,这对其政治生涯意味着什么,0,12,3.0
1,1020.0,400.0,2,16,对,这对其政治生涯意味着什么,1,12,4.0
1,1060.0,400.0,2,17,其,这对其政治生涯意味着什么,2,12,6.0
1,1100.0,400.0,2,18,政,这对其政治生涯意味着什么,3,12,6.0
1,1140.0,400.0,2,19,治,这对其政治生涯意味着什么,4,12,6.0
1,1180.0,400.0,2,20,生,这对其政治生涯意味着什么,5,12,6.0
1,1220.0,400.0,2,21,涯,这对其政治生涯意味着什么,6,12,6.0
1,1260.0,400.0,2,22,意,这对其政治生涯意味着什么,7,12,4.0
1,1300.0,400.0,2,23,味,这对其政治生涯意味着什么,8,12,4.0
1,1340.0,400.0,2,24,着,这对其政治生涯意味着什么,9,12,4.0
1,1380.0,400.0,2,25,什,这对其政治生涯意味着什么,10,12,5.0
1,1420.0,400.0,2,26,么,这对其政治生涯意味着什么,11,12,5.0
1,1460.0,400.0,2,27,？,？,-1,1,0.0
1,1500.0,400.0,2,28,对,对美,0,2,3.0
1,1540.0,400.0,2,29,美,对美,1,2,4.0
1,380.0,464.0,3,0,政,政坛有何影响,0,6,3.0
1,420.0,464.0,3,1,坛,政坛有何影响,1,6,3.0
1,460.0,464.0,3,2,有,政坛有何影响,2,6,3.0
1,500.0,464.0,3,3,何,政坛有何影响,3,6,5.0
1,540.0,464.0,3,4,影,政坛有何影响,4,6,5.0
1,580.0,464.0,3,5,响,政坛有何影响,5,6,5.0
1,620.0,464.0,3,6,？,？,-1,1,0.0
1,380.0,528.0,4,0,【,【,-1,1,0.0
1,420.0,528.0,4,1,知,知乎,0,2,0.0
1,460.0,528.0,4,2,乎,知乎,1,2,0.0
1,500.0,528.0,4,3,】,】,-1,1,0.0
1,540.0,528.0,4,4,中,中国房地产报呼吁允许开发商以降价促销的方式展开自救,0,25,3.0
1,580.0,528.0,4,5,国,中国房地产报呼吁允许开发商以降价促销的方式展开自救,1,25,3.0
1,620.0,528.0,4,6,房,中国房地产报呼吁允许开发商以降价促销的方式展开自救,2,25,3.0
1,660.0,528.0,4,7,地,中国房地产报呼吁允许开发商以降价促销的方式展开自救,3,25,3.0
1,700.0,528.0,4,8,产,中国房地产报呼吁允许开发商以降价促销的方式展开自救,4,25,3.0
1,740.0,528.0,4,9,报,中国房地产报呼吁允许开发商以降价促销的方式展开自救,5,25,3.0
1,780.0,528.0,4,10,呼,中国房地产报呼吁允许开发商以降价促销的方式展开自救,6,25,3.0
1,820.0,528.0,4,11,吁,中国房地产报呼吁允许开发商以降价促销的方式展开自救,7,25,3.0
1,860.0,528.0,4,12,允,中国房地产报呼吁允许开发商以降价促销的方式展开自救,8,25,5.0
1,900.0,528.0,4,13,许,中国房地产报呼吁允许开发商以降价促销的方式展开自救,9,25,5.0
1,940.0,528.0,4,14,开,中国房地产报呼吁允许开发商以降价促销的方式展开自救,10,25,6.0
1,980.0,528.0,4,15,发,中国房地产报呼吁允许开发商以降价促销的方式展开自救,11,25,6.0
1,1020.0,528.0,4,16,商,中国房地产报呼吁允许开发商以降价促销的方式展开自救,12,25,6.0
1,1060.0,528.0,4,17,以,中国房地产报呼吁允许开发商以降价促销的方式展开自救,13,25,8.0
1,1100.0,528.0,4,18,降,中国房地产报呼吁允许开发商以降价促销的方式展开自救,14,25,12.0
1,1140.0,528.0,4,19,价,中国房地产报呼吁允许开发商以降价促销的方式展开自救,15,25,12.0
1,1180.0,528.0,4,20,促,中国房地产报呼吁允许开发商以降价促销的方式展开自救,16,25,12.0
1,1220.0,528.0,4,21,销,中国房地产报呼吁允许开发商以降价促销的方式展开自救,17,25,12.0
1,1260.0,528.0,4,22,的,中国房地产报呼吁允许开发商以降价促销的方式展开自救,18,25,10.0
1,1300.0,528.0,4,23,方,中国房地产报呼吁允许开发商以降价促销的方式展开自救,19,25,10.0
1,1340.0,528.0,4,24,式,中国房地产报呼吁允许开发商以降价促销的方式展开自救,20,25,10.0
1,1380.0,528.0,4,25,展,中国房地产报呼吁允许开发商以降价促销的方式展开自救,21,25,8.0
1,1420.0,528.0,4,26,开,中国房地产报呼吁允许开发商以降价促销的方式展开自救,22,25,8.0
1,1460.0,528.0,4,27,自,中国房地产报呼吁允许开发商以降价促销的方式展开自救,23,25,9.0
1,1500.0,528.0,4,28,救,中国房地产报呼吁允许开发商以降价促销的方式展开自救,24,25,9.0
1,1540.0,528.0,4,29,，,，,-1,1,0.0
1,380.0,592.0,5,0,对,对此如何解读,0,6,4.0
1,420.0,592.0,5,1,此,对此如何解读,1,6,4.0
1,460.0,592.0,5,2,如,对此如何解读,2,6,4.0
1,500.0,592.0,5,3,何,对此如何解读,3,6,4.0
1,540.0,592.0,5,4,解,对此如何解读,4,6,4.0
1,580.0,592.0,5,5,读,对此如何解读,5,6,4.0
1,620.0,592.0,5,6,？,？,-1,1,0.0
2,380.0,272.0,0,0,【,【,-1,1,0.0
2,420.0,272.0,0,1,树,树洞,0,2,2.0
2,460.0,272.0,0,2,洞,树洞,1,2,2.0
2,500.0,272.0,0,3,】,】,-1,1,0.0
2,540.0,272.0,0,4,今,今天北京天气好好,0,8,3.0
2,580.0,272.0,0,5,天,今天北京天气好好,1,8,3.0
2,620.0,272.0,0,6,北,今天北京天气好好,2,8,3.0
2,660.0,272.0,0,7,京,今天北京天气好好,3,8,3.0
2,700.0,272.0,0,8,天,今天北京天气好好,4,8,3.0
2,740.0,272.0,0,9,气,今天北京天气好好,5,8,3.0
2,780.0,272.0,0,10,好,今天北京天气好好,6,8,3.0
2,820.0,272.0,0,11,好,今天北京天气好好,7,8,3.0
2,860.0,272.0,0,12,，,，,-1,1,0.0
2,900.0,272.0,0,13,去,去买咖啡店员说帮我用张券只花了六块,0,17,5.0
2,940.0,272.0,0,14,买,去买咖啡店员说帮我用张券只花了六块,1,17,6.0
2,980.0,272.0,0,15,咖,去买咖啡店员说帮我用张券只花了六块,2,17,7.0
2,1020.0,272.0,0,16,啡,去买咖啡店员说帮我用张券只花了六块,3,17,7.0
2,1060.0,272.0,0,17,店,去买咖啡店员说帮我用张券只花了六块,4,17,5.0
2,1100.0,272.0,0,18,员,去买咖啡店员说帮我用张券只花了六块,5,17,5.0
2,1140.0,272.0,0,19,说,去买咖啡店员说帮我用张券只花了六块,6,17,5.0
2,1180.0,272.0,0,20,帮,去买咖啡店员说帮我用张券只花了六块,7,17,7.0
2,1220.0,272.0,0,21,我,去买咖啡店员说帮我用张券只花了六块,8,17,8.0
2,1260.0,272.0,0,22,用,去买咖啡店员说帮我用张券只花了六块,9,17,9.0
2,1300.0,272.0,0,23,张,去买咖啡店员说帮我用张券只花了六块,10,17,12.0
2,1340.0,272.0,0,24,券,去买咖啡店员说帮我用张券只花了六块,11,17,11.0
2,1380.0,272.0,0,25,只,去买咖啡店员说帮我用张券只花了六块,12,17,4.0
2,1420.0,272.0,0,26,花,去买咖啡店员说帮我用张券只花了六块,13,17,4.0
2,1460.0,272.0,0,27,了,去买咖啡店员说帮我用张券只花了六块,14,17,4.0
2,1500.0,272.0,0,28,六,去买咖啡店员说帮我用张券只花了六块,15,17,5.0
2,1540.0,272.0,0,29,块,去买咖啡店员说帮我用张券只花了六块,16,17,6.0
2,380.0,336.0,1,0,钱,钱,0,1,2.0
2,420.0,336.0,1,1,，,，,-1,1,0.0
2,460.0,336.0,1,2,没,没有对象的七夕也可以很开心,0,13,8.0
2,500.0,336.0,1,3,有,没有对象的七夕也可以很开心,1,13,8.0
2,540.0,336.0,1,4,对,没有对象的七夕也可以很开心,2,13,9.0
2,580.0,336.0,1,5,象,没有对象的七夕也可以很开心,3,13,9.0
2,620.0,336.0,1,6,的,没有对象的七夕也可以很开心,4,13,6.0
2,660.0,336.0,1,7,七,没有对象的七夕也可以很开心,5,13,4.0
2,700.0,336.0,1,8,夕,没有对象的七夕也可以很开心,6,13,4.0
2,740.0,336.0,1,9,也,没有对象的七夕也可以很开心,7,13,3.0
2,780.0,336.0,1,10,可,没有对象的七夕也可以很开心,8,13,3.0
2,820.0,336.0,1,11,以,没有对象的七夕也可以很开心,9,13,3.0
2,860.0,336.0,1,12,很,没有对象的七夕也可以很开心,10,13,5.0
2,900.0,336.0,1,13,开,没有对象的七夕也可以很开心,11,13,5.0
2,940.0,336.0,1,14,心,没有对象的七夕也可以很开心,12,13,5.0
2,980.0,336.0,1,15,。,。,-1,1,0.0
2,380.0,400.0,2,0,【,【,-1,1,0.0
2,420.0,400.0,2,1,树,树洞,0,2,0.0
2,460.0,400.0,2,2,洞,树洞,1,2,0.0
2,500.0,400.0,2,3,】,】,-1,1,0.0
2,540.0,400.0,2,4,我,我也不知道为什么,0,8,3.0
2,580.0,400.0,2,5,也,我也不知道为什么,1,8,4.0
2,620.0,400.0,2,6,不,我也不知道为什么,2,8,4.0
2,660.0,400.0,2,7,知,我也不知道为什么,3,8,4.0
2,700.0,400.0,2,8,道,我也不知道为什么,4,8,4.0
2,740.0,400.0,2,9,为,我也不知道为什么,5,8,6.0
2,780.0,400.0,2,10,什,我也不知道为什么,6,8,6.0
2,820.0,400.0,2,11,么,我也不知道为什么,7,8,6.0
2,860.0,400.0,2,12,，,，,-1,1,0.0
2,900.0,400.0,2,13,好,好像特别招东北人喜欢,0,10,4.0
2,940.0,400.0,2,14,像,好像特别招东北人喜欢,1,10,4.0
2,980.0,400.0,2,15,特,好像特别招东北人喜欢,2,10,4.0
2,1020.0,400.0,2,16,别,好像特别招东北人喜欢,3,10,4.0
2,1060.0,400.0,2,17,招,好像特别招东北人喜欢,4,10,4.0
2,1100.0,400.0,2,18,东,好像特别招东北人喜欢,5,10,5.0
2,1140.0,400.0,2,19,北,好像特别招东北人喜欢,6,10,5.0
2,1180.0,400.0,2,20,人,好像特别招东北人喜欢,7,10,5.0
2,1220.0,400.0,2,21,喜,好像特别招东北人喜欢,8,10,6.0
2,1260.0,400.0,2,22,欢,好像特别招东北人喜欢,9,10,6.0
2,1300.0,400.0,2,23,，,，,-1,1,0.0
2,1340.0,400.0,2,24,前,前男友是东北,0,6,4.0
2,1380.0,400.0,2,25,男,前男友是东北,1,6,4.0
2,1420.0,400.0,2,26,友,前男友是东北,2,6,4.0
2,1460.0,400.0,2,27,是,前男友是东北,3,6,3.0
2,1500.0,400.0,2,28,东,前男友是东北,4,6,4.0
2,1540.0,400.0,2,29,北,前男友是东北,5,6,4.0
2,380.0,464.0,3,0,的,的,0,1,3.0
2,420.0,464.0,3,1,，,，,-1,1,0.0
2,460.0,464.0,3,2,还,还有好几个东北的说喜欢我,0,12,4.0
2,500.0,464.0,3,3,有,还有好几个东北的说喜欢我,1,12,4.0
2,540.0,464.0,3,4,好,还有好几个东北的说喜欢我,2,12,6.0
2,580.0,464.0,3,5,几,还有好几个东北的说喜欢我,3,12,6.0
2,620.0,464.0,3,6,个,还有好几个东北的说喜欢我,4,12,6.0
2,660.0,464.0,3,7,东,还有好几个东北的说喜欢我,5,12,8.0
2,700.0,464.0,3,8,北,还有好几个东北的说喜欢我,6,12,8.0
