para_id,x,y,row,col,word,penalty,text_density,relative_text_density
0,380.0,272.0,0,0,  ,-0.001,1,4.266757690830738e-05
0,420.0,272.0,0,1,  ,-0.001,1,4.266757690830738e-05
0,460.0,272.0,0,2,8,1.0,3,0.00012800273072492214
0,500.0,272.0,0,3,月,1.0,8,0.000341340615266459
0,540.0,272.0,0,4,22,1.0,5,0.00021333788454153688
0,580.0,272.0,0,5,日,1.0,5,0.00021333788454153688
0,620.0,272.0,0,6,，,1.0,7,0.0002986730383581516
0,660.0,272.0,0,7,据,1.0,9,0.0003840081921747664
0,700.0,272.0,0,8,央,1.0,6,0.0002560054614498443
0,740.0,272.0,0,9,视,1.0,9,0.0003840081921747664
0,780.0,272.0,0,10,新,1.0,8,0.000341340615266459
0,820.0,272.0,0,11,闻,1.0,4,0.0001706703076332295
0,860.0,272.0,0,12,报,1.0,4,0.0001706703076332295
0,900.0,272.0,0,13,道,1.0,2,8.533515381661475e-05
0,940.0,272.0,0,14,，,1.0,4,0.0001706703076332295
0,980.0,272.0,0,15,总,1.0,3,0.00012800273072492214
0,1020.0,272.0,0,16,台,1.0,4,0.0001706703076332295
0,1060.0,272.0,0,17,记,1.0,31,0.0013226948841575288
0,1100.0,272.0,0,18,者,1.0,6,0.0002560054614498443
0,1140.0,272.0,0,19,目,1.0,6,0.0002560054614498443
0,1180.0,272.0,0,20,击,1.0,2,8.533515381661475e-05
0,1220.0,272.0,0,21,，,1.0,2,8.533515381661475e-05
0,1260.0,272.0,0,22,天,1.0,1,4.266757690830738e-05
0,1300.0,272.0,0,23,津,1.0,3,0.00012800273072492214
0,1340.0,272.0,0,24,市,1.0,5,0.00021333788454153688
0,1380.0,272.0,0,25,位,1.0,8,0.000341340615266459
0,1420.0,272.0,0,26,于,1.0,26,0.001109356999615992
0,1460.0,272.0,0,27,南,1.0,8,0.000341340615266459
0,1500.0,272.0,0,28,开,1.0,0,0.0
0,1540.0,272.0,0,29,区,1.0,0,0.0
0,380.0,336.0,1,0,南,1.0,0,0.0
0,420.0,336.0,1,1,京,1.0,20,0.0008533515381661475
0,460.0,336.0,1,2,路,1.0,9,0.0003840081921747664
0,500.0,336.0,1,3,与,1.0,11,0.00046934334599138116
0,540.0,336.0,1,4,万,1.0,22,0.0009386866919827623
0,580.0,336.0,1,5,德,1.0,22,0.0009386866919827623
0,620.0,336.0,1,6,庄,1.0,32,0.001365362461065836
0,660.0,336.0,1,7,南,1.0,10,0.00042667576908307376
0,700.0,336.0,1,8,北,1.0,24,0.0010240218457993771
0,740.0,336.0,1,9,街,1.0,13,0.000554678499807996
0,780.0,336.0,1,10,交,1.0,16,0.000682681230532918
0,820.0,336.0,1,11,口,1.0,7,0.0002986730383581516
0,860.0,336.0,1,12,处,1.0,9,0.0003840081921747664
0,900.0,336.0,1,13,的,1.0,2,8.533515381661475e-05
0,940.0,336.0,1,14,一,1.0,1,4.266757690830738e-05
0,980.0,336.0,1,15,栋,1.0,15,0.0006400136536246106
0,1020.0,336.0,1,16,大,1.0,5,0.00021333788454153688
0,1060.0,336.0,1,17,厦,1.0,7,0.0002986730383581516
0,1100.0,336.0,1,18,发,1.0,14,0.0005973460767163032
0,1140.0,336.0,1,19,生,1.0,4,0.0001706703076332295
0,1180.0,336.0,1,20,火,1.0,4,0.0001706703076332295
0,1220.0,336.0,1,21,情,1.0,6,0.0002560054614498443
0,1260.0,336.0,1,22,，,1.0,2,8.533515381661475e-05
0,1300.0,336.0,1,23,目,1.0,2,8.533515381661475e-05
0,1340.0,336.0,1,24,前,1.0,2,8.533515381661475e-05
0,1380.0,336.0,1,25,从,1.0,24,0.0010240218457993771
0,1420.0,336.0,1,26,大,1.0,18,0.0007680163843495328
0,1460.0,336.0,1,27,楼,1.0,4,0.0001706703076332295
0,1500.0,336.0,1,28,的,1.0,0,0.0
0,1540.0,336.0,1,29,一,1.0,0,0.0
0,380.0,400.0,2,0,侧,1.0,0,0.0
0,420.0,400.0,2,1,外,1.0,0,0.0
0,460.0,400.0,2,2,立,1.0,11,0.00046934334599138116
0,500.0,400.0,2,3,面,1.0,15,0.0006400136536246106
0,540.0,400.0,2,4,到,1.0,6,0.0002560054614498443
0,580.0,400.0,2,5,顶,1.0,23,0.0009813542688910696
0,620.0,400.0,2,6,楼,1.0,11,0.00046934334599138116
0,660.0,400.0,2,7,均,1.0,18,0.0007680163843495328
0,700.0,400.0,2,8,可,1.0,21,0.0008960191150744549
0,740.0,400.0,2,9,见,1.0,2,8.533515381661475e-05
0,780.0,400.0,2,10,明,1.0,3,0.00012800273072492214
0,820.0,400.0,2,11,火,1.0,2,8.533515381661475e-05
0,860.0,400.0,2,12,，,1.0,2,8.533515381661475e-05
0,900.0,400.0,2,13,消,1.0,4,0.0001706703076332295
0,940.0,400.0,2,14,防,1.0,7,0.0002986730383581516
0,980.0,400.0,2,15,部,1.0,1,4.266757690830738e-05
